paper_id,elo_rating
9a75e23639bfcc3a51da57a3b682a984d1d8ac0b,1721.652822190653
9c9ca3a8320c0babd9fc331cc376ffff32fe1f67,1717.9786218841575
7d6168fbd3ed72f9098573007f4b8c2ec9e576b9,1714.3122624763414
bde841b0dbbf7a15ee69966a828c7fe2cf532ad9,1712.540345554996
60e6e3767c36bf9e16b58b7221c5712b4d3d5293,1706.511587417437
c4ff8bc44d88cd267baf18ac5d3a3a1fe86d08eb,1702.244995385425
82f59319e581cdfe16a97fe29bec6215ad818a81,1689.798264212404
2bdccbeffa0bae760f416a72ebe7a3951e230659,1688.7551908710204
f7749635a5fc0492ef4705bee963ffa887bb2865,1673.757667695154
10feab31bb9e71a0f1094fb00c0554abfb992c4d,1673.4934765512035
04c05c6acc970f2ca89af8e436b8dd8189396146,1669.4687988475969
668858489bbec3ce45f7a84a6a557b329f9ec91a,1668.7188903936797
dc7f6c4b42c4c639d62c8de5a3d228d155bf84fe,1667.9520874916248
59084df7203c6be33838ba3e3854eb9bda053ed2,1661.0416660506523
a72955288e6468b8342eff6f8f0281ceaefc526a,1654.636934550592
ae736662f64d56f3ab1894fbd9c45f8f37251843,1649.2910253134035
1f45c9d4d92c51a94c984eb4c2c6e027bbf78038,1639.6343815816153
8d6411e337502f7fe0bfa59d486803a73d2c1192,1635.294708224674
668075792a7ab40457d92e09da28d35c879271c3,1629.4260344368513
90df9c970aa98aa49bcf79e252ab26b1bb6889c5,1629.0993516340516
fc918d6f8e2523696c34fa1be5aabdb42e9648d2,1625.608596518765
3646acd0dc49a00d38517abccfc3a54cb78bbadc,1619.0241575515054
69535d3c6ff3238f8e7b2b29c1d40ea9d9d7914f,1610.2953855037897
aa89c6bf86486e180833037333555e3492b15c8e,1604.0545542313582
0a42291d9543eabe33f6c14278333484071a707c,1603.2212423333638
600ff4c4ae9fc506c86673c5ecce4fa90803e987,1596.6494137428972
e0bf76edd8e6b793b81c16a915ede48e377ebab6,1594.260323349181
c78350e81298ca87bc1d59b466fa40081232caaa,1592.475728596226
67f03ac399693393116076c0b8ec8ea05b910685,1592.163069428075
8d0df3168870fd17b36ecd5575e406feb5a5a1b5,1588.7705889462688
182c7b40ff7560a5545764814338f55a2098e441,1583.4099473366325
0b58f4ec8cbf6f63fb65b7e3c368cf511eadecd3,1581.1647024918757
131a13c60f179511572abc81d6bd6aa988e96854,1580.6345119128093
6b4da2023c3a11aea6e3ccb9ab13e594833c47eb,1576.5980707420576
53106a642a12b05753ebe9ffca62d8efb0670281,1566.0639947394448
0fe8f2f55046ad0b8d6337f57a78466790923264,1564.3478860617279
8e3b1f5d8b6c165f64137cc1f7dea89cf6f622bd,1563.0731370921774
1bca0871e893568c5fd346c14c17691f71a8f65a,1558.0502450712863
b2ade4fc5464f3c0bfd92e8cce375bfd5db20e03,1557.5032020544445
02d7673c89a94367edd7a2cf0ea4f5540fba3e42,1546.643369377099
89e184d2bc830af568e439db9476caa0c047e11a,1541.6170511218895
