paper_id,elo_rating
1122b654f8b47c1aa9c04ff6bbe7561c798e2ad0,1837.0728367157708
10feab31bb9e71a0f1094fb00c0554abfb992c4d,1775.415135328706
d3f8d5a9c48ee9f338f25f1be5f3adc7fd5dd855,1772.135070381096
668075792a7ab40457d92e09da28d35c879271c3,1669.509690539897
1f45c9d4d92c51a94c984eb4c2c6e027bbf78038,1627.6225301235386
dd4cfde3e135f799a9a71b4f57e13a29de89f7e3,1623.0698422412588
82f59319e581cdfe16a97fe29bec6215ad818a81,1592.0802614691765
24d9d00b91f99dde3c9a0ea5c79e63f2ed26151c,1582.8516439701452
bde841b0dbbf7a15ee69966a828c7fe2cf532ad9,1582.7186917530894
04c05c6acc970f2ca89af8e436b8dd8189396146,1566.9075251286617
c78350e81298ca87bc1d59b466fa40081232caaa,1566.462882609537
2d906cda427cb2c4a71069423312e57ba4cd5445,1541.0653207126359
668858489bbec3ce45f7a84a6a557b329f9ec91a,1537.3911904174563
4aef44e4aeaf28868ae2f1fff2c4eb19ff4df1f6,1504.2451268516181
6c00f661c46391642208a5292f38b5a9e0e09cae,1472.2671717368487
7d6168fbd3ed72f9098573007f4b8c2ec9e576b9,1471.3159970184686
900cd128482bbab4d2752d01ce80c55498b78dd2,1440.4284911738357
0fe8f2f55046ad0b8d6337f57a78466790923264,1415.4682725711289
aa89c6bf86486e180833037333555e3492b15c8e,1411.9480625359258
69535d3c6ff3238f8e7b2b29c1d40ea9d9d7914f,1389.8190247775303
765051eee0fb1394b62555edb86ba1f7a00892fb,1333.305142238469
59084df7203c6be33838ba3e3854eb9bda053ed2,1329.108882259238
3646acd0dc49a00d38517abccfc3a54cb78bbadc,1271.407433957858
95d638e7705ec561382268405bc488df4c26c7f7,1260.3068393590736
4f0e4a313a3f777b4b6aab4f364b9bc51a6aacc9,1227.2420137717647
8db1d30ac06dde4bd19d0a86241137ac2be21552,1198.834920357271
