paperId,title,total_citations,a,b,R2,lead_author_id,last_author_id,citation_dates,citation_counts,lead_author_h_index,last_author_h_index,rank
34471a2fa18ea22efad5287cf4aeb18542c98a9b,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,4570,-276.79999999999995,100.43076923076926,0.7584154991365656,2307073216,2329999671,"[""2025-02-01"", ""2025-03-01"", ""2025-04-01"", ""2025-05-01"", ""2025-06-01"", ""2025-07-01"", ""2025-08-01"", ""2025-09-01"", ""2025-10-01"", ""2025-11-01"", ""2025-12-01"", ""2026-01-01"", ""2026-02-01"", ""2026-03-01""]","[0, 0, 0, 0, 0, 0, 0, 0, 311, 954, 999, 1000, 1000, 1000]",3.0,4.0,1
dd4cfde3e135f799a9a71b4f57e13a29de89f7e3,DAPO: An Open-Source LLM Reinforcement Learning System at Scale,770,93.11428571428571,63.43296703296704,0.8675937566539489,23716915,2285763682,"[""2025-04-01"", ""2025-05-01"", ""2025-06-01"", ""2025-07-01"", ""2025-08-01"", ""2025-09-01"", ""2025-10-01"", ""2025-11-01"", ""2025-12-01"", ""2026-01-01"", ""2026-02-01"", ""2026-03-01"", ""2026-04-01"", ""2026-05-01""]","[21, 54, 181, 265, 329, 422, 569, 741, 749, 749, 749, 749, 749, 749]",9.0,5.0,2
668075792a7ab40457d92e09da28d35c879271c3,Kimi k1.5: Scaling Reinforcement Learning with LLMs,601,40.828571428571415,50.91648351648353,0.914092496127803,2341539673,2341579297,"[""2025-02-01"", ""2025-03-01"", ""2025-04-01"", ""2025-05-01"", ""2025-06-01"", ""2025-07-01"", ""2025-08-01"", ""2025-09-01"", ""2025-10-01"", ""2025-11-01"", ""2025-12-01"", ""2026-01-01"", ""2026-02-01"", ""2026-03-01""]","[10, 36, 82, 139, 274, 361, 414, 457, 513, 583, 584, 584, 584, 584]",1.0,2.0,3
f2d0f3d47ae850f49a58f4977393bd0025af4bec,HybridFlow: A Flexible and Efficient RLHF Framework,714,-130.68571428571425,48.24835164835165,0.8119370039226881,2268673684,2318983809,"[""2024-10-01"", ""2024-11-01"", ""2024-12-01"", ""2025-01-01"", ""2025-02-01"", ""2025-03-01"", ""2025-04-01"", ""2025-05-01"", ""2025-06-01"", ""2025-07-01"", ""2025-08-01"", ""2025-09-01"", ""2025-10-01"", ""2025-11-01""]","[7, 10, 10, 12, 13, 20, 35, 68, 190, 268, 315, 400, 532, 681]",4.0,2.0,4
f82f49c20c6acc69f884f05e3a9f1ceea91061ce,Detecting hallucinations in large language models using semantic entropy,656,-38.8,27.276923076923083,0.9175877104553661,33859827,2303846295,"[""2024-06-01"", ""2024-07-01"", ""2024-08-01"", ""2024-09-01"", ""2024-10-01"", ""2024-11-01"", ""2024-12-01"", ""2025-01-01"", ""2025-02-01"", ""2025-03-01"", ""2025-04-01"", ""2025-05-01"", ""2025-06-01"", ""2025-07-01""]","[16, 20, 23, 33, 43, 80, 102, 121, 138, 175, 222, 260, 324, 382]",23.0,6.0,5
ae736662f64d56f3ab1894fbd9c45f8f37251843,OpenAssistant Conversations - Democratizing Large Language Model Alignment,741,-17.257142857142842,24.2923076923077,0.9742681603357825,3996967,102888911,"[""2023-05-01"", ""2023-06-01"", ""2023-07-01"", ""2023-08-01"", ""2023-09-01"", ""2023-10-01"", ""2023-11-01"", ""2023-12-01"", ""2024-01-01"", ""2024-02-01"", ""2024-03-01"", ""2024-04-01"", ""2024-05-01"", ""2024-06-01""]","[8, 25, 40, 49, 63, 78, 119, 149, 162, 183, 226, 256, 288, 323]",8.0,3.0,6
c4ff8bc44d88cd267baf18ac5d3a3a1fe86d08eb,Training Language Models to Self-Correct via Reinforcement Learning,267,-12.199999999999982,19.283516483516486,0.96257722316695,2317038858,2258552654,"[""2024-10-01"", ""2024-11-01"", ""2024-12-01"", ""2025-01-01"", ""2025-02-01"", ""2025-03-01"", ""2025-04-01"", ""2025-05-01"", ""2025-06-01"", ""2025-07-01"", ""2025-08-01"", ""2025-09-01"", ""2025-10-01"", ""2025-11-01""]","[12, 28, 28, 33, 41, 63, 86, 108, 148, 182, 188, 201, 222, 244]",4.0,5.0,7
600ff4c4ae9fc506c86673c5ecce4fa90803e987,RLAIF vs. RLHF: Scaling Reinforcement Learning from Human Feedback with AI Feedback,453,1.114285714285715,15.400000000000002,0.9850571130119078,2132475367,2188497,"[""2023-09-01"", ""2023-10-01"", ""2023-11-01"", ""2023-12-01"", ""2024-01-01"", ""2024-02-01"", ""2024-03-01"", ""2024-04-01"", ""2024-05-01"", ""2024-06-01"", ""2024-07-01"", ""2024-08-01"", ""2024-09-01"", ""2024-10-01""]","[9, 19, 31, 45, 51, 64, 95, 112, 128, 147, 164, 179, 185, 188]",5.0,20.0,8
182c7b40ff7560a5545764814338f55a2098e441,Reinforced Self-Training (ReST) for Language Modeling,350,-4.199999999999998,13.404395604395607,0.97934244588122,146372255,1737568,"[""2023-09-01"", ""2023-10-01"", ""2023-11-01"", ""2023-12-01"", ""2024-01-01"", ""2024-02-01"", ""2024-03-01"", ""2024-04-01"", ""2024-05-01"", ""2024-06-01"", ""2024-07-01"", ""2024-08-01"", ""2024-09-01"", ""2024-10-01""]","[4, 14, 23, 30, 37, 50, 74, 92, 111, 122, 143, 147, 155, 159]",15.0,76.0,9
9a75e23639bfcc3a51da57a3b682a984d1d8ac0b,Language Models can Solve Computer Tasks,435,-5.685714285714273,11.292307692307695,0.9837593339410006,2176466425,143953836,"[""2023-04-01"", ""2023-05-01"", ""2023-06-01"", ""2023-07-01"", ""2023-08-01"", ""2023-09-01"", ""2023-10-01"", ""2023-11-01"", ""2023-12-01"", ""2024-01-01"", ""2024-02-01"", ""2024-03-01"", ""2024-04-01"", ""2024-05-01""]","[2, 6, 21, 29, 37, 48, 56, 71, 83, 89, 100, 114, 140, 152]",3.0,19.0,10
